1814,http://web.mta.info/nyct/service/,40th St & Queens Blvd at NE corner,POINT( -73.92411200 40.74388200),7
1816,http://web.mta.info/nyct/service/,40th St & Queens Blvd at NW corner,POINT( -73.92438500 40.74391100),7
1813,http://web.mta.info/nyct/service/,40th St & Queens Blvd at SE corner,POINT( -73.92416100 40.74371000),7
1815,http://web.mta.info/nyct/service/,40th St & Queens Blvd at SW corner,POINT( -73.92441700 40.74374300),7
865,http://web.mta.info/nyct/service/,46th St & Broadway at NW corner,POINT( -73.91430300 40.75686800),M-R
1084,http://web.mta.info/nyct/service/,46th St & Broadway at SW corner,POINT( -73.91440700 40.75662400),M-R
1810,http://web.mta.info/nyct/service/,46th St & Queens Blvd at NE corner,POINT( -73.91856400 40.74321700),7
1812,http://web.mta.info/nyct/service/,46th St & Queens Blvd at NW corner,POINT( -73.91881300 40.74324000),7
1809,http://web.mta.info/nyct/service/,46th St & Queens Blvd at SE corner,POINT( -73.91860100 40.74306400),7
1811,http://web.mta.info/nyct/service/,46th St & Queens Blvd at SW corner,POINT( -73.91884800 40.74310500),7
1325,http://web.mta.info/nyct/service/,47th St & Queens Blvd at NW corner,POINT( -73.91789500 40.74313400),7
1324,http://web.mta.info/nyct/service/,47th St & Queens Blvd at SW corner,POINT( -73.91793600 40.74298700),7
1085,http://web.mta.info/nyct/service/,48th St & Broadway at SE corner,POINT( -73.91264200 40.75581300),M-R
555,http://web.mta.info/nyct/service/,48th St & Newtown Rd at NE corner,POINT( -73.91218000 40.75602900),M-R
1035,http://web.mta.info/nyct/service/,4th Ave & 10th St at NW corner,POINT( -73.98944200 40.66995300),F
1036,http://web.mta.info/nyct/service/,4th Ave & 10th St at NW corner1,POINT( -73.98924800 40.67001000),F
1680,http://web.mta.info/nyct/service/,4th Ave & 14th St at NE corner,POINT( -73.98943700 40.73440600),4-5-6-L-N-Q-R
1681,http://web.mta.info/nyct/service/,4th Ave & 14th St at SE corner,POINT( -73.98954900 40.73418000),4-5-6-L-N-Q-R
1682,http://web.mta.info/nyct/service/,4th Ave & 14th St at SE corner1,POINT( -73.98967400 40.73422200),4-5-6-L-N-Q-R
1279,http://web.mta.info/nyct/service/,4th Ave & 14th St at SW corner,POINT( -73.99031100 40.73449500),4-5-6-L-N-Q-R
1280,http://web.mta.info/nyct/service/,4th Ave & 14th St at SW corner1,POINT( -73.99018400 40.73444400),4-5-6-L-N-Q-R
1278,http://web.mta.info/nyct/service/,4th Ave & 15th St at SW corner,POINT( -73.98979300 40.73518400),4-5-6-L-N-Q-R
1339,http://web.mta.info/nyct/service/,4th Ave & 15th St at SW corner1,POINT( -73.99026500 40.73531100),4-5-6-L-N-Q-R
1595,http://web.mta.info/nyct/service/,4th Ave & 25th St at SE corner,POINT( -73.99795200 40.66032300),R
1901,http://web.mta.info/nyct/service/,4th Ave & 25th St at SW corner,POINT( -73.99822000 40.66048900),R
1597,http://web.mta.info/nyct/service/,4th Ave & 36th St at NE corner,POINT( -74.00411300 40.65436500),N-R
1596,http://web.mta.info/nyct/service/,4th Ave & 36th St at NW corner,POINT( -74.00449900 40.65449000),N-R
1598,http://web.mta.info/nyct/service/,4th Ave & 36th St at NW corner1,POINT( -74.00430600 40.65467600),N-R
1599,http://web.mta.info/nyct/service/,4th Ave & 45th St at NE corner,POINT( -74.00933300 40.64938900),R
1601,http://web.mta.info/nyct/service/,4th Ave & 45th St at NE corner1,POINT( -74.00945700 40.64926500),R
1600,http://web.mta.info/nyct/service/,4th Ave & 45th St at NW corner,POINT( -74.00972800 40.64942400),R
